Case ID,Activity,Complete Timestamp,Variant,Variant index
Case 1483,3,2011/10/26 18:23:34.000,Variant 5,5
Case 1483,5,2011/10/26 21:34:16.000,Variant 5,5
Case 1483,6,2011/11/28 23:06:01.000,Variant 5,5
Case 1484,1,2011/10/26 17:46:04.000,Variant 1,1
Case 1485,3,2011/10/26 18:28:48.000,Variant 7,7
Case 1485,5,2011/10/26 23:03:30.000,Variant 7,7
Case 1485,6,2011/11/17 17:44:44.000,Variant 7,7
Case 1485,4,2011/11/18 00:00:20.000,Variant 7,7
Case 1485,6,2011/11/18 20:15:58.000,Variant 7,7
Case 1486,3,2011/10/26 17:53:16.000,Variant 3,3
Case 1486,3,2011/11/25 18:15:11.000,Variant 3,3
Case 1487,3,2011/10/26 17:37:40.000,Variant 11,11
Case 1488,1,2011/10/26 17:50:14.000,Variant 19,19
Case 1488,3,2011/10/26 18:01:30.000,Variant 19,19
Case 1488,5,2011/10/27 04:14:31.000,Variant 19,19
Case 1488,6,2011/11/11 19:46:18.000,Variant 19,19
Case 1488,4,2011/11/11 19:55:21.000,Variant 19,19
Case 1488,6,2011/11/22 17:58:57.000,Variant 19,19
Case 1488,6,2011/11/22 18:16:11.000,Variant 19,19
Case 1489,1,2011/10/26 17:52:24.000,Variant 4,4
Case 1489,3,2011/10/26 18:04:15.000,Variant 4,4
Case 1489,3,2011/10/27 19:53:40.000,Variant 4,4
Case 1490,1,2011/10/26 17:54:22.000,Variant 42,42
Case 1490,3,2011/10/26 18:13:29.000,Variant 42,42
Case 1490,5,2011/11/01 20:23:37.000,Variant 42,42
Case 1490,6,2011/11/03 20:57:00.000,Variant 42,42
Case 1490,2,2011/11/03 20:57:33.000,Variant 42,42
Case 1490,6,2011/11/03 21:20:32.000,Variant 42,42
Case 1490,4,2011/11/04 00:06:07.000,Variant 42,42
Case 1490,6,2011/11/08 21:06:01.000,Variant 42,42
Case 1490,6,2011/11/08 21:26:53.000,Variant 42,42
Case 1491,1,2011/10/26 18:02:53.000,Variant 14,14
Case 1491,3,2011/10/26 18:11:03.000,Variant 14,14
Case 1491,5,2011/11/03 04:10:37.000,Variant 14,14
Case 1491,6,2011/11/08 23:58:53.000,Variant 14,14
Case 1491,4,2011/11/09 02:36:49.000,Variant 14,14
Case 1491,6,2011/11/10 20:10:52.000,Variant 14,14
Case 1492,3,2011/10/26 17:18:59.000,Variant 11,11
Case 1493,3,2011/10/26 17:04:00.000,Variant 8,8
Case 1493,5,2011/10/31 20:36:05.000,Variant 8,8
Case 1493,6,2011/11/02 16:41:04.000,Variant 8,8
Case 1493,6,2011/11/02 18:21:39.000,Variant 8,8
Case 1494,1,2011/10/26 18:17:28.000,Variant 12,12
Case 1494,3,2011/10/26 18:40:38.000,Variant 12,12
Case 1494,5,2011/10/26 19:32:57.000,Variant 12,12
Case 1494,6,2011/11/03 23:50:43.000,Variant 12,12
Case 1495,3,2011/10/26 18:27:57.000,Variant 2,2
Case 1495,5,2011/11/02 05:33:27.000,Variant 2,2
Case 1495,5,2011/11/12 03:59:38.000,Variant 2,2
Case 1496,1,2011/10/26 20:31:20.000,Variant 10,10
Case 1496,3,2011/10/26 22:31:48.000,Variant 10,10
Case 1497,1,2011/10/26 20:28:27.000,Variant 4,4
Case 1497,3,2011/10/26 22:22:19.000,Variant 4,4
Case 1497,3,2011/10/26 22:22:44.000,Variant 4,4
Case 1498,1,2011/10/26 20:33:31.000,Variant 16,16
Case 1498,3,2011/10/26 21:32:33.000,Variant 16,16
Case 1498,5,2011/10/26 22:14:54.000,Variant 16,16
Case 1498,6,2011/11/04 21:52:46.000,Variant 16,16
Case 1498,6,2011/11/05 00:52:43.000,Variant 16,16
Case 1499,3,2011/10/26 19:18:12.000,Variant 7,7
Case 1499,5,2011/11/02 05:45:07.000,Variant 7,7
Case 1499,6,2011/11/16 01:33:05.000,Variant 7,7
Case 1499,4,2011/11/16 02:39:43.000,Variant 7,7
Case 1499,6,2011/11/16 23:08:05.000,Variant 7,7
Case 1500,3,2011/10/26 19:12:11.000,Variant 8,8
Case 1500,5,2011/10/26 19:13:22.000,Variant 8,8
Case 1500,6,2011/11/01 23:55:20.000,Variant 8,8
Case 1500,6,2011/11/02 17:54:52.000,Variant 8,8
Case 1501,1,2011/10/26 20:30:58.000,Variant 4,4
Case 1501,3,2011/10/26 22:21:31.000,Variant 4,4
Case 1501,3,2011/10/28 02:01:20.000,Variant 4,4
Case 1502,1,2011/10/26 20:32:59.000,Variant 1,1
Case 1503,3,2011/10/26 19:42:07.000,Variant 2,2
Case 1503,5,2011/10/26 19:44:38.000,Variant 2,2
Case 1503,5,2011/11/26 18:15:27.000,Variant 2,2
Case 1504,3,2011/10/26 19:55:38.000,Variant 5,5
Case 1504,5,2011/11/02 18:37:21.000,Variant 5,5
Case 1504,6,2011/11/05 00:24:20.000,Variant 5,5
Case 1505,1,2011/10/26 20:41:51.000,Variant 9,9
Case 1505,1,2011/10/26 20:42:39.000,Variant 9,9
Case 1506,3,2011/10/26 21:12:20.000,Variant 8,8
Case 1506,5,2011/10/31 20:00:57.000,Variant 8,8
Case 1506,6,2011/11/02 02:14:14.000,Variant 8,8
Case 1506,6,2011/11/02 23:06:02.000,Variant 8,8
Case 1507,1,2011/10/26 20:56:46.000,Variant 16,16
Case 1507,3,2011/10/26 21:04:10.000,Variant 16,16
Case 1507,5,2011/10/26 22:13:34.000,Variant 16,16
Case 1507,6,2011/11/02 19:47:02.000,Variant 16,16
Case 1507,6,2011/11/02 19:56:32.000,Variant 16,16
Case 1508,1,2011/10/26 20:59:21.000,Variant 1,1
Case 1509,3,2011/10/26 21:21:20.000,Variant 3,3
Case 1509,3,2011/11/26 18:15:11.000,Variant 3,3
Case 1510,1,2011/10/27 14:15:04.000,Variant 9,9
Case 1510,1,2011/10/27 16:56:24.000,Variant 9,9
Case 1511,1,2011/10/27 14:15:04.000,Variant 4,4
Case 1511,3,2011/10/27 17:12:10.000,Variant 4,4
Case 1511,3,2011/11/03 21:14:11.000,Variant 4,4
Case 1512,3,2011/10/26 22:18:36.000,Variant 3,3
Case 1512,3,2011/10/29 18:28:01.000,Variant 3,3
Case 1513,1,2011/10/26 23:19:16.000,Variant 1,1
Case 1514,3,2011/10/26 22:41:40.000,Variant 3,3
Case 1514,3,2011/10/26 22:56:01.000,Variant 3,3
Case 1515,3,2011/10/26 22:51:56.000,Variant 13,13
Case 1515,5,2011/11/03 05:02:12.000,Variant 13,13
Case 1515,6,2011/11/07 21:12:25.000,Variant 13,13
Case 1515,4,2011/11/07 21:29:01.000,Variant 13,13
Case 1515,6,2011/11/09 22:08:56.000,Variant 13,13
Case 1515,6,2011/11/10 22:49:08.000,Variant 13,13
Case 1516,3,2011/10/26 22:48:51.000,Variant 8,8
Case 1516,5,2011/10/26 23:18:31.000,Variant 8,8
Case 1516,6,2011/11/07 20:19:25.000,Variant 8,8
Case 1516,6,2011/11/08 20:47:04.000,Variant 8,8
Case 1517,3,2011/10/26 23:11:40.000,Variant 3,3
Case 1517,3,2011/10/27 22:04:15.000,Variant 3,3
Case 1518,1,2011/10/26 23:23:29.000,Variant 1,1
Case 1519,1,2011/10/26 23:03:23.000,Variant 14,14
Case 1519,3,2011/10/26 23:19:17.000,Variant 14,14
Case 1519,5,2011/11/03 05:07:21.000,Variant 14,14
Case 1519,6,2011/11/08 19:23:33.000,Variant 14,14
Case 1519,4,2011/11/08 20:05:53.000,Variant 14,14
Case 1519,6,2011/11/08 20:56:47.000,Variant 14,14
Case 1520,3,2011/10/26 23:29:34.000,Variant 15,15
Case 1520,5,2011/11/03 05:19:10.000,Variant 15,15
Case 1520,6,2011/11/29 18:04:11.000,Variant 15,15
Case 1520,4,2011/11/29 18:09:11.000,Variant 15,15
Case 1520,4,2011/12/07 03:28:21.000,Variant 15,15
Case 1521,1,2011/10/27 01:04:06.000,Variant 1,1
Case 1522,3,2011/10/27 00:51:20.000,Variant 3,3
Case 1522,3,2011/10/27 04:19:11.000,Variant 3,3
Case 1523,3,2011/10/27 00:40:42.000,Variant 7,7
Case 1523,5,2011/10/27 00:43:23.000,Variant 7,7
Case 1523,6,2011/11/16 22:57:46.000,Variant 7,7
Case 1523,4,2011/11/17 02:02:23.000,Variant 7,7
Case 1523,6,2011/11/22 21:08:41.000,Variant 7,7
Case 1524,3,2011/10/27 00:47:11.000,Variant 3,3
Case 1524,3,2011/11/26 18:15:14.000,Variant 3,3
Case 1525,3,2011/10/27 00:57:42.000,Variant 2,2
Case 1525,5,2011/10/27 00:58:36.000,Variant 2,2
Case 1525,5,2011/11/12 00:36:22.000,Variant 2,2
Case 1526,3,2011/10/27 02:43:25.000,Variant 18,18
Case 1526,5,2011/11/04 02:31:11.000,Variant 18,18
Case 1526,6,2011/11/09 03:29:14.000,Variant 18,18
Case 1526,4,2011/11/09 03:31:05.000,Variant 18,18
Case 1526,6,2011/11/15 00:47:07.000,Variant 18,18
Case 1526,4,2011/11/15 01:46:22.000,Variant 18,18
Case 1526,6,2011/11/15 17:40:49.000,Variant 18,18
Case 1527,1,2011/10/27 02:39:32.000,Variant 4,4
Case 1527,3,2011/10/27 02:46:10.000,Variant 4,4
Case 1527,3,2011/10/27 19:41:16.000,Variant 4,4
Case 1528,1,2011/10/27 02:42:55.000,Variant 6,6
Case 1528,3,2011/10/27 03:04:56.000,Variant 6,6
Case 1528,5,2011/10/27 03:07:14.000,Variant 6,6
Case 1528,5,2011/11/26 18:15:30.000,Variant 6,6
Case 1529,3,2011/10/27 02:47:45.000,Variant 8,8
Case 1529,5,2011/10/27 02:49:04.000,Variant 8,8
Case 1529,6,2011/11/28 21:10:37.000,Variant 8,8
Case 1529,6,2011/11/28 21:50:37.000,Variant 8,8
Case 1530,3,2011/10/27 02:49:27.000,Variant 2,2
Case 1530,5,2011/11/08 03:20:46.000,Variant 2,2
Case 1530,5,2011/11/09 20:48:23.000,Variant 2,2
Case 1531,1,2011/10/27 03:43:18.000,Variant 4,4
Case 1531,3,2011/10/27 17:55:27.000,Variant 4,4
Case 1531,3,2011/11/26 18:15:17.000,Variant 4,4
Case 1532,1,2011/10/27 03:55:18.000,Variant 6,6
Case 1532,3,2011/10/27 04:58:34.000,Variant 6,6
Case 1532,5,2011/10/28 02:47:01.000,Variant 6,6
Case 1532,5,2011/11/01 00:22:59.000,Variant 6,6
Case 1533,3,2011/10/27 03:26:55.000,Variant 2,2
Case 1533,5,2011/10/27 03:30:51.000,Variant 2,2
Case 1533,5,2011/11/19 05:39:59.000,Variant 2,2
Case 1534,1,2011/10/27 03:59:53.000,Variant 1,1
Case 1535,1,2011/10/27 04:02:44.000,Variant 1,1
Case 1536,3,2011/10/27 03:49:41.000,Variant 5,5
Case 1536,5,2011/11/02 18:34:02.000,Variant 5,5
Case 1536,6,2011/11/04 21:00:37.000,Variant 5,5
Case 1537,3,2011/10/27 17:58:42.000,Variant 13,13
Case 1537,5,2011/11/03 18:53:48.000,Variant 13,13
Case 1537,6,2011/11/07 17:07:48.000,Variant 13,13
Case 1537,4,2011/11/07 17:23:39.000,Variant 13,13
Case 1537,6,2011/11/11 21:15:30.000,Variant 13,13
Case 1537,6,2011/11/12 01:21:54.000,Variant 13,13
Case 1538,1,2011/10/27 04:11:33.000,Variant 30,30
Case 1538,3,2011/10/27 17:44:14.000,Variant 30,30
Case 1538,5,2011/10/27 18:13:03.000,Variant 30,30
Case 1538,6,2011/11/16 01:14:36.000,Variant 30,30
Case 1538,4,2011/11/16 15:15:04.000,Variant 30,30
Case 1538,6,2011/11/18 20:24:52.000,Variant 30,30
Case 1538,4,2011/11/18 21:33:34.000,Variant 30,30
Case 1538,4,2011/11/18 22:28:09.000,Variant 30,30
Case 1539,1,2011/10/27 04:41:57.000,Variant 1,1
Case 1540,3,2011/10/27 17:31:54.000,Variant 5,5
Case 1540,5,2011/11/05 03:23:48.000,Variant 5,5
Case 1540,6,2011/11/15 20:21:48.000,Variant 5,5
Case 1541,3,2011/10/27 18:33:58.000,Variant 5,5
Case 1541,5,2011/10/27 21:18:42.000,Variant 5,5
Case 1541,6,2011/11/10 01:12:53.000,Variant 5,5
Case 1542,1,2011/10/27 17:20:59.000,Variant 1,1
Case 1543,1,2011/10/27 17:23:24.000,Variant 26,26
Case 1543,3,2011/10/27 17:38:40.000,Variant 26,26
Case 1543,5,2011/10/27 23:50:29.000,Variant 26,26
Case 1543,6,2011/11/23 20:19:13.000,Variant 26,26
Case 1543,4,2011/11/23 21:06:46.000,Variant 26,26
Case 1543,6,2011/11/25 19:47:56.000,Variant 26,26
Case 1543,4,2011/11/25 21:34:34.000,Variant 26,26
Case 1543,6,2011/11/25 22:48:30.000,Variant 26,26
Case 1544,1,2011/10/27 17:57:57.000,Variant 12,12
Case 1544,3,2011/10/27 19:11:02.000,Variant 12,12
Case 1544,5,2011/11/04 05:06:35.000,Variant 12,12
Case 1544,6,2011/11/17 18:03:25.000,Variant 12,12
Case 1545,3,2011/10/27 17:14:57.000,Variant 3,3
Case 1545,3,2011/10/28 01:19:34.000,Variant 3,3
Case 1546,1,2011/10/27 18:03:00.000,Variant 10,10
Case 1546,3,2011/10/27 18:25:51.000,Variant 10,10
Case 1547,1,2011/10/27 18:23:38.000,Variant 4,4
Case 1547,3,2011/10/27 18:46:56.000,Variant 4,4
Case 1547,3,2011/11/26 18:15:20.000,Variant 4,4
Case 1548,1,2011/10/27 18:26:11.000,Variant 1,1
Case 1549,1,2011/10/27 18:32:52.000,Variant 1,1
Case 1550,3,2011/10/27 18:34:40.000,Variant 3,3
Case 1550,3,2011/11/26 18:15:21.000,Variant 3,3
Case 1551,3,2011/10/27 17:11:04.000,Variant 2,2
Case 1551,5,2011/11/04 02:41:32.000,Variant 2,2
Case 1551,5,2011/11/05 21:28:17.000,Variant 2,2
Case 1552,3,2011/10/27 19:07:13.000,Variant 3,3
Case 1552,3,2011/10/28 01:24:52.000,Variant 3,3
Case 1553,1,2011/10/27 18:35:16.000,Variant 16,16
Case 1553,3,2011/10/27 19:02:01.000,Variant 16,16
Case 1553,5,2011/11/04 04:01:08.000,Variant 16,16
Case 1553,6,2011/11/15 01:19:54.000,Variant 16,16
Case 1553,6,2011/11/15 04:29:46.000,Variant 16,16
Case 1554,2,2011/10/27 19:23:49.000,Variant 23,23
Case 1554,2,2011/10/27 21:33:10.000,Variant 23,23
Case 1555,1,2011/10/27 18:40:16.000,Variant 1,1
Case 1556,3,2011/10/27 19:15:20.000,Variant 2,2
Case 1556,5,2011/10/27 23:00:40.000,Variant 2,2
Case 1556,5,2011/12/28 01:08:38.000,Variant 2,2
Case 1557,1,2011/10/27 23:13:38.000,Variant 10,10
Case 1557,3,2011/10/27 23:26:04.000,Variant 10,10
Case 1558,1,2011/10/27 23:16:26.000,Variant 12,12
Case 1558,3,2011/10/27 23:34:12.000,Variant 12,12
Case 1558,5,2011/11/04 02:45:44.000,Variant 12,12
Case 1558,6,2011/11/12 02:14:44.000,Variant 12,12
Case 1559,1,2011/10/28 00:26:18.000,Variant 4,4
Case 1559,3,2011/10/28 01:35:18.000,Variant 4,4
Case 1559,3,2011/10/28 23:08:52.000,Variant 4,4
Case 1560,1,2011/10/28 00:25:04.000,Variant 12,12
Case 1560,3,2011/10/28 00:47:41.000,Variant 12,12
Case 1560,5,2011/11/04 03:35:10.000,Variant 12,12
Case 1560,6,2011/11/24 19:17:30.000,Variant 12,12
Case 1561,2,2011/10/27 21:33:18.000,Variant 23,23
Case 1561,2,2011/11/03 19:19:35.000,Variant 23,23
Case 1562,3,2011/10/27 20:13:35.000,Variant 7,7
Case 1562,5,2011/10/27 20:18:23.000,Variant 7,7
Case 1562,6,2011/11/05 03:44:35.000,Variant 7,7
Case 1562,4,2011/11/05 19:39:22.000,Variant 7,7
Case 1562,6,2011/11/07 18:31:20.000,Variant 7,7
Case 1563,3,2011/10/27 20:31:58.000,Variant 5,5
Case 1563,5,2011/11/05 00:52:29.000,Variant 5,5
Case 1563,6,2011/11/25 22:42:13.000,Variant 5,5
Case 1564,1,2011/10/28 00:22:41.000,Variant 1,1
Case 1565,1,2011/10/28 00:26:05.000,Variant 26,26
Case 1565,3,2011/10/28 01:35:43.000,Variant 26,26
Case 1565,5,2011/11/04 05:04:31.000,Variant 26,26
Case 1565,6,2011/11/09 23:05:33.000,Variant 26,26
Case 1565,4,2011/11/09 23:44:19.000,Variant 26,26
Case 1565,6,2011/11/11 20:22:09.000,Variant 26,26
Case 1565,4,2011/11/11 21:02:25.000,Variant 26,26
Case 1565,6,2011/11/15 21:05:46.000,Variant 26,26
Case 1566,3,2011/10/27 20:35:05.000,Variant 21,21
Case 1566,5,2011/10/27 21:30:55.000,Variant 21,21
Case 1566,6,2011/11/02 18:14:38.000,Variant 21,21
Case 1566,4,2011/11/02 20:10:12.000,Variant 21,21
Case 1566,6,2011/11/02 21:10:27.000,Variant 21,21
Case 1566,4,2011/11/02 21:21:06.000,Variant 21,21
Case 1566,6,2011/11/02 23:01:35.000,Variant 21,21
Case 1566,6,2011/11/02 23:47:12.000,Variant 21,21
Case 1567,3,2011/10/27 21:27:49.000,Variant 5,5
Case 1567,5,2011/11/02 00:07:36.000,Variant 5,5
Case 1567,6,2011/11/02 19:29:17.000,Variant 5,5
Case 1568,3,2011/10/27 21:38:16.000,Variant 11,11
Case 1569,3,2011/10/27 21:52:54.000,Variant 8,8
Case 1569,5,2011/10/27 22:45:47.000,Variant 8,8
Case 1569,6,2011/11/01 21:25:54.000,Variant 8,8
Case 1569,6,2011/11/01 23:17:57.000,Variant 8,8
Case 1570,1,2011/10/28 00:29:38.000,Variant 1,1
Case 1571,1,2011/10/28 00:26:59.000,Variant 9,9
Case 1571,1,2011/10/28 00:28:19.000,Variant 9,9
Case 1572,3,2011/10/27 22:00:57.000,Variant 7,7
Case 1572,5,2011/10/27 22:04:42.000,Variant 7,7
Case 1572,6,2011/11/03 23:58:44.000,Variant 7,7
Case 1572,4,2011/11/04 01:35:08.000,Variant 7,7
Case 1572,6,2011/11/04 02:26:55.000,Variant 7,7
Case 1573,3,2011/10/27 22:21:42.000,Variant 5,5
Case 1573,5,2011/11/03 19:02:29.000,Variant 5,5
Case 1573,6,2011/11/07 21:38:23.000,Variant 5,5
Case 1574,3,2011/10/27 22:39:10.000,Variant 3,3
Case 1574,3,2011/11/27 18:15:13.000,Variant 3,3
Case 1575,3,2011/10/27 22:59:55.000,Variant 2,2
Case 1575,5,2011/10/27 23:02:35.000,Variant 2,2
Case 1575,5,2011/11/14 23:41:54.000,Variant 2,2
Case 1576,1,2011/10/27 23:16:58.000,Variant 10,10
Case 1576,3,2011/10/28 01:50:54.000,Variant 10,10
Case 1577,3,2011/10/27 23:20:19.000,Variant 3,3
Case 1577,3,2011/11/27 18:15:16.000,Variant 3,3
Case 1578,1,2011/10/28 00:30:44.000,Variant 10,10
Case 1578,3,2011/10/28 01:46:55.000,Variant 10,10
Case 1579,1,2011/10/28 00:28:56.000,Variant 1,1
Case 1580,3,2011/10/28 00:01:42.000,Variant 2,2
Case 1580,5,2011/10/28 01:49:01.000,Variant 2,2
Case 1580,5,2011/11/03 01:48:33.000,Variant 2,2
Case 1581,1,2011/10/27 23:20:59.000,Variant 16,16
Case 1581,3,2011/10/27 23:38:48.000,Variant 16,16
Case 1581,5,2011/10/27 23:40:09.000,Variant 16,16
Case 1581,6,2011/11/04 00:05:39.000,Variant 16,16
Case 1581,6,2011/11/04 18:54:46.000,Variant 16,16
Case 1582,1,2011/10/28 00:33:03.000,Variant 1,1
Case 1583,3,2011/10/28 00:21:38.000,Variant 8,8
Case 1583,5,2011/10/28 00:23:27.000,Variant 8,8
Case 1583,6,2011/11/07 19:20:37.000,Variant 8,8
Case 1583,6,2011/11/08 19:41:57.000,Variant 8,8
Case 1584,3,2011/10/28 00:07:32.000,Variant 7,7
Case 1584,5,2011/10/28 02:27:46.000,Variant 7,7
Case 1584,6,2011/11/13 22:15:22.000,Variant 7,7
Case 1584,4,2011/11/14 18:49:55.000,Variant 7,7
Case 1584,6,2011/11/15 17:33:38.000,Variant 7,7
Case 1585,3,2011/10/28 00:34:56.000,Variant 18,18
Case 1585,5,2011/11/04 04:14:25.000,Variant 18,18
Case 1585,6,2011/11/10 22:46:43.000,Variant 18,18
Case 1585,4,2011/11/11 01:49:29.000,Variant 18,18
Case 1585,6,2011/11/11 18:07:34.000,Variant 18,18
Case 1585,4,2011/11/11 18:55:59.000,Variant 18,18
Case 1585,6,2011/11/16 00:30:10.000,Variant 18,18
Case 1586,3,2011/10/28 02:03:07.000,Variant 7,7
Case 1586,5,2011/10/28 02:07:00.000,Variant 7,7
Case 1586,6,2011/11/08 20:02:34.000,Variant 7,7
Case 1586,4,2011/11/08 21:10:50.000,Variant 7,7
Case 1586,6,2011/11/08 21:37:22.000,Variant 7,7
Case 1587,1,2011/10/28 01:15:17.000,Variant 4,4
Case 1587,3,2011/10/28 01:38:49.000,Variant 4,4
Case 1587,3,2011/10/28 01:51:41.000,Variant 4,4
Case 1588,1,2011/10/28 00:58:13.000,Variant 1,1
Case 1589,3,2011/10/28 01:02:41.000,Variant 8,8
Case 1589,5,2011/10/28 01:03:17.000,Variant 8,8
Case 1589,6,2011/11/08 21:26:05.000,Variant 8,8
Case 1589,6,2011/11/09 17:31:53.000,Variant 8,8
Case 1590,3,2011/10/28 01:53:36.000,Variant 41,41
Case 1590,5,2011/11/03 21:26:56.000,Variant 41,41
Case 1590,6,2011/11/07 17:26:29.000,Variant 41,41
Case 1590,2,2011/11/07 17:27:05.000,Variant 41,41
Case 1590,6,2011/11/07 17:40:30.000,Variant 41,41
Case 1590,4,2011/11/07 19:34:49.000,Variant 41,41
Case 1590,6,2011/11/09 21:32:08.000,Variant 41,41
Case 1591,1,2011/10/28 03:04:21.000,Variant 14,14
Case 1591,3,2011/10/28 03:32:44.000,Variant 14,14
Case 1591,5,2011/11/03 19:05:54.000,Variant 14,14
Case 1591,6,2011/11/05 05:24:44.000,Variant 14,14
Case 1591,4,2011/11/07 19:54:23.000,Variant 14,14
Case 1591,6,2011/11/08 17:52:22.000,Variant 14,14
Case 1592,3,2011/10/28 02:29:28.000,Variant 13,13
Case 1592,5,2011/10/28 02:38:56.000,Variant 13,13
Case 1592,6,2011/11/01 23:20:13.000,Variant 13,13
Case 1592,4,2011/11/07 19:34:45.000,Variant 13,13
Case 1592,6,2011/11/08 00:57:54.000,Variant 13,13
Case 1592,6,2011/11/08 18:54:02.000,Variant 13,13
Case 1593,1,2011/10/28 03:05:21.000,Variant 9,9
Case 1593,1,2011/10/28 05:03:23.000,Variant 9,9
Case 1594,3,2011/10/28 02:32:18.000,Variant 7,7
Case 1594,5,2011/10/28 02:34:52.000,Variant 7,7
Case 1594,6,2011/11/03 04:30:23.000,Variant 7,7
Case 1594,4,2011/11/04 01:35:37.000,Variant 7,7
Case 1594,6,2011/11/04 18:09:59.000,Variant 7,7
Case 1595,1,2011/10/28 05:01:34.000,Variant 12,12
Case 1595,3,2011/10/28 18:26:33.000,Variant 12,12
Case 1595,5,2011/11/04 21:12:52.000,Variant 12,12
Case 1595,6,2011/11/09 20:01:32.000,Variant 12,12
Case 1596,3,2011/10/28 03:05:12.000,Variant 7,7
Case 1596,5,2011/10/28 03:08:58.000,Variant 7,7
Case 1596,6,2011/11/10 19:39:11.000,Variant 7,7
Case 1596,4,2011/11/10 20:30:35.000,Variant 7,7
Case 1596,6,2011/11/11 20:12:35.000,Variant 7,7
Case 1597,1,2011/10/28 05:01:24.000,Variant 4,4
Case 1597,3,2011/10/28 19:14:02.000,Variant 4,4
Case 1597,3,2011/11/27 18:15:18.000,Variant 4,4
Case 1598,3,2011/10/28 03:57:16.000,Variant 5,5
Case 1598,5,2011/11/02 05:16:36.000,Variant 5,5
Case 1598,6,2011/11/10 19:44:55.000,Variant 5,5
Case 1599,3,2011/10/28 03:30:53.000,Variant 18,18
Case 1599,5,2011/10/28 03:32:14.000,Variant 18,18
Case 1599,6,2011/11/03 20:44:10.000,Variant 18,18
Case 1599,4,2011/11/04 23:03:22.000,Variant 18,18
Case 1599,6,2011/11/07 17:24:10.000,Variant 18,18
Case 1599,4,2011/11/07 21:28:38.000,Variant 18,18
Case 1599,6,2011/11/08 18:58:51.000,Variant 18,18
Case 1600,1,2011/10/28 05:02:05.000,Variant 1,1
Case 1601,3,2011/10/28 03:47:35.000,Variant 7,7
Case 1601,5,2011/11/03 20:49:47.000,Variant 7,7
Case 1601,6,2011/11/03 21:37:49.000,Variant 7,7
Case 1601,4,2011/11/03 21:40:12.000,Variant 7,7
Case 1601,6,2011/11/08 00:32:19.000,Variant 7,7
Case 1602,1,2011/10/28 05:02:11.000,Variant 4,4
Case 1602,3,2011/10/28 19:19:04.000,Variant 4,4
Case 1602,3,2011/11/01 04:14:39.000,Variant 4,4
Case 1603,3,2011/10/28 04:23:32.000,Variant 5,5
Case 1603,5,2011/10/28 04:28:58.000,Variant 5,5
Case 1603,6,2011/11/08 23:17:29.000,Variant 5,5
Case 1604,3,2011/10/28 04:46:15.000,Variant 8,8
Case 1604,5,2011/10/28 04:48:39.000,Variant 8,8
Case 1604,6,2011/11/02 00:51:22.000,Variant 8,8
Case 1604,6,2011/11/03 21:35:52.000,Variant 8,8
Case 1605,1,2011/10/28 05:02:47.000,Variant 6,6
Case 1605,3,2011/10/28 19:21:44.000,Variant 6,6
Case 1605,5,2011/10/29 02:54:43.000,Variant 6,6
Case 1605,5,2011/11/15 04:43:56.000,Variant 6,6
Case 1606,3,2011/10/28 04:29:58.000,Variant 2,2
Case 1606,5,2011/10/28 04:39:17.000,Variant 2,2
Case 1606,5,2011/11/27 18:15:28.000,Variant 2,2
Case 1607,3,2011/10/28 04:45:05.000,Variant 2,2
Case 1607,5,2011/11/04 04:06:59.000,Variant 2,2
Case 1607,5,2011/11/15 01:27:02.000,Variant 2,2
Case 1608,3,2011/10/28 14:15:06.000,Variant 17,17
Case 1608,5,2011/10/28 19:01:37.000,Variant 17,17
Case 1609,3,2011/10/28 04:51:07.000,Variant 7,7
Case 1609,5,2011/10/28 04:52:57.000,Variant 7,7
Case 1609,6,2011/11/07 21:37:39.000,Variant 7,7
Case 1609,4,2011/11/07 21:55:38.000,Variant 7,7
Case 1609,6,2011/11/08 18:19:08.000,Variant 7,7
Case 1610,1,2011/10/28 05:03:34.000,Variant 14,14
Case 1610,3,2011/10/28 19:23:15.000,Variant 14,14
Case 1610,5,2011/10/28 19:41:50.000,Variant 14,14
Case 1610,6,2011/11/11 00:32:17.000,Variant 14,14
Case 1610,4,2011/11/11 01:45:55.000,Variant 14,14
Case 1610,6,2011/11/11 19:10:05.000,Variant 14,14
Case 1611,1,2011/10/28 05:04:42.000,Variant 4,4
Case 1611,3,2011/10/28 20:20:00.000,Variant 4,4
Case 1611,3,2011/11/10 21:42:03.000,Variant 4,4
Case 1612,1,2011/10/28 17:32:31.000,Variant 4,4
Case 1612,3,2011/10/28 22:06:52.000,Variant 4,4
Case 1612,3,2011/11/01 04:57:46.000,Variant 4,4
Case 1613,3,2011/10/28 20:27:53.000,Variant 5,5
Case 1613,5,2011/10/28 20:28:12.000,Variant 5,5
Case 1613,6,2011/11/15 18:47:22.000,Variant 5,5
Case 1614,3,2011/10/28 20:47:02.000,Variant 3,3
Case 1614,3,2011/11/27 18:15:20.000,Variant 3,3
Case 1615,1,2011/10/28 17:52:53.000,Variant 4,4
Case 1615,3,2011/10/28 23:20:50.000,Variant 4,4
Case 1615,3,2011/10/29 00:37:26.000,Variant 4,4
Case 1616,3,2011/10/28 21:07:56.000,Variant 3,3
Case 1616,3,2011/11/27 18:15:23.000,Variant 3,3
Case 1617,3,2011/10/28 20:40:35.000,Variant 2,2
Case 1617,5,2011/10/28 20:41:48.000,Variant 2,2
