Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,concept:name,impact,lifecycle:transition,org:group,org:role,organization country,organization involved,product,resource country
Case 246,Accepted-Assigned,Value 46,2011/02/18 18:31:49.000,Variant 2,2,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD97,USA
Case 246,Accepted-In Progress,Value 43,2012/02/07 05:51:52.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,POLAND
Case 246,Completed-Closed,Value 43,2012/02/07 05:53:03.000,Variant 2,2,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD97,POLAND
Case 247,Accepted-In Progress,Value 46,2011/02/18 14:16:59.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,USA
Case 247,Queued-Awaiting Assignment,Value 46,2011/02/18 14:21:17.000,Variant 2,2,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD97,USA
Case 247,Accepted-In Progress,Value 78,2011/02/18 18:35:13.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,Sweden
Case 247,Accepted-Assigned,Value 46,2011/02/18 18:35:20.000,Variant 2,2,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD97,USA
Case 247,Accepted-In Progress,Value 43,2012/01/30 21:02:57.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,POLAND
Case 247,Completed-Closed,Value 43,2012/01/30 21:03:12.000,Variant 2,2,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD97,POLAND
Case 248,Accepted-In Progress,Value 46,2011/02/18 19:21:02.000,Variant 150,150,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,USA
Case 248,Queued-Awaiting Assignment,Value 46,2011/02/18 19:25:40.000,Variant 150,150,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD97,USA
Case 248,Accepted-In Progress,Value 78,2011/02/18 19:38:02.000,Variant 150,150,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,Sweden
Case 248,Accepted-Assigned,Value 46,2011/02/18 19:39:05.000,Variant 150,150,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD97,USA
Case 248,Queued-Awaiting Assignment,Value 72,2011/10/15 03:21:36.000,Variant 150,150,Queued,Medium,Awaiting Assignment,Org line A2,A2_2,us,G21 2nd,PROD97,Sweden
Case 248,Accepted-In Progress,Value 78,2011/10/15 03:21:55.000,Variant 150,150,Accepted,Medium,In Progress,Org line A2,A2_2,us,G21 2nd,PROD97,Sweden
Case 248,Accepted-Assigned,Value 79,2011/10/15 03:22:02.000,Variant 150,150,Accepted,Medium,Assigned,Org line A2,A2_2,us,G21 2nd,PROD97,Sweden
Case 248,Accepted-Wait,Value 79,2011/10/21 21:19:58.000,Variant 150,150,Accepted,Medium,Wait,Org line A2,A2_2,us,G21 2nd,PROD97,Sweden
Case 248,Queued-Awaiting Assignment,Value 46,2011/11/11 19:33:54.000,Variant 150,150,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD97,USA
Case 248,Accepted-In Progress,Value 43,2012/02/07 04:31:31.000,Variant 150,150,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,POLAND
Case 248,Completed-Closed,Value 43,2012/02/07 04:34:44.000,Variant 150,150,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD97,POLAND
Case 249,Accepted-In Progress,Value 46,2011/02/21 14:53:37.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,USA
Case 249,Queued-Awaiting Assignment,Value 46,2011/02/21 15:05:37.000,Variant 2,2,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD97,USA
Case 249,Accepted-In Progress,Value 74,2011/02/21 20:18:48.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,Sweden
Case 249,Accepted-Assigned,Value 46,2011/02/21 20:20:39.000,Variant 2,2,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD97,USA
Case 249,Accepted-In Progress,Value 43,2012/02/07 04:40:11.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,POLAND
Case 249,Completed-Closed,Value 43,2012/02/07 04:48:59.000,Variant 2,2,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD97,POLAND
Case 250,Accepted-In Progress,Value 161,2011/02/21 17:38:30.000,Variant 3,3,Accepted,Low,In Progress,Org line A2,A2_4,us,L23 3rd,PROD546,Sweden
Case 250,Accepted-Wait,Value 161,2011/12/07 22:26:32.000,Variant 3,3,Accepted,Low,Wait,Org line A2,A2_4,us,L23 3rd,PROD546,Sweden
Case 250,Completed-Closed,Value 161,2012/01/02 21:31:52.000,Variant 3,3,Completed,Low,Closed,Org line A2,A2_4,us,L23 3rd,PROD546,Sweden
Case 251,Accepted-In Progress,Value 46,2011/02/22 23:33:56.000,Variant 151,151,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,USA
Case 251,Queued-Awaiting Assignment,Value 46,2011/02/22 23:37:10.000,Variant 151,151,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD96,USA
Case 251,Accepted-In Progress,Value 74,2011/02/22 23:37:57.000,Variant 151,151,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,Sweden
Case 251,Accepted-Assigned,Value 46,2011/02/22 23:40:58.000,Variant 151,151,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD96,USA
Case 251,Accepted-In Progress,Value 74,2011/03/08 18:36:21.000,Variant 151,151,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,Sweden
Case 251,Queued-Awaiting Assignment,Value 72,2011/03/08 18:37:05.000,Variant 151,151,Queued,Medium,Awaiting Assignment,Org line A2,A2_2,us,G21 2nd,PROD96,Sweden
Case 251,Accepted-Assigned,Value 56,2011/03/08 18:38:06.000,Variant 151,151,Accepted,Medium,Assigned,Org line A2,A2_2,us,G21 2nd,PROD96,Sweden
Case 251,Accepted-Wait,Value 56,2011/03/08 20:40:05.000,Variant 151,151,Accepted,Medium,Wait,Org line A2,A2_2,us,G21 2nd,PROD96,Sweden
Case 251,Queued-Awaiting Assignment,Value 46,2011/04/11 19:32:26.000,Variant 151,151,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD96,USA
Case 251,Accepted-In Progress,Value 74,2011/04/12 06:25:11.000,Variant 151,151,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,Sweden
Case 251,Accepted-Assigned,Value 46,2011/04/12 06:25:22.000,Variant 151,151,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD96,USA
Case 251,Accepted-In Progress,Value 43,2012/01/30 21:59:43.000,Variant 151,151,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,POLAND
Case 251,Completed-Closed,Value 43,2012/01/30 22:01:46.000,Variant 151,151,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD96,POLAND
Case 252,Accepted-In Progress,Value 162,2011/02/22 23:10:55.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,D_1,in,L50 3rd,PROD611,Sweden
Case 252,Completed-Closed,Value 162,2012/01/06 19:00:53.000,Variant 1,1,Completed,Medium,Closed,Org line A2,D_1,in,L50 3rd,PROD611,Sweden
Case 253,Accepted-In Progress,Value 132,2011/02/23 18:17:42.000,Variant 3,3,Accepted,High,In Progress,Org line G4,,se,S33 2nd,PROD374,Sweden
Case 253,Accepted-Wait,Value 132,2011/05/04 15:18:17.000,Variant 3,3,Accepted,High,Wait,Org line G4,,se,S33 2nd,PROD374,Sweden
Case 253,Completed-Closed,Value 132,2012/03/07 20:28:01.000,Variant 3,3,Completed,High,Closed,Org line G4,,se,S33 2nd,PROD374,Sweden
Case 254,Accepted-In Progress,Value 15,2011/02/23 23:35:15.000,Variant 16,16,Accepted,Low,In Progress,Org line G4,,se,S28 2nd,PROD633,Sweden
Case 254,Accepted-In Progress,Value 15,2011/02/27 20:11:47.000,Variant 16,16,Accepted,Low,In Progress,Org line G4,,se,S28 2nd,PROD633,Sweden
Case 254,Accepted-Wait,Value 15,2011/12/08 23:45:33.000,Variant 16,16,Accepted,Low,Wait,Org line G4,,se,S28 2nd,PROD633,Sweden
Case 254,Completed-Closed,Value 15,2012/02/02 00:46:29.000,Variant 16,16,Completed,Low,Closed,Org line G4,,se,S28 2nd,PROD633,Sweden
Case 255,Accepted-In Progress,Value 108,2011/02/24 01:45:04.000,Variant 152,152,Accepted,Medium,In Progress,Org line G4,,se,S33 2nd,PROD374,Sweden
Case 255,Accepted-In Progress,Value 108,2011/02/24 01:52:29.000,Variant 152,152,Accepted,Medium,In Progress,Org line G4,,se,S33 2nd,PROD374,Sweden
Case 255,Accepted-Wait,Value 108,2011/05/04 17:05:50.000,Variant 152,152,Accepted,Medium,Wait,Org line G4,,se,S33 2nd,PROD374,Sweden
Case 255,Queued-Awaiting Assignment,Value 108,2011/09/05 17:10:57.000,Variant 152,152,Queued,Medium,Awaiting Assignment,Org line G4,,se,S33 2nd,PROD374,Sweden
Case 255,Accepted-Assigned,Value 76,2011/10/20 16:58:13.000,Variant 152,152,Accepted,Medium,Assigned,Org line G4,,se,S33 2nd,PROD374,Sweden
Case 255,Accepted-Wait,Value 76,2012/01/08 10:14:30.000,Variant 152,152,Accepted,Medium,Wait,Org line G4,,se,S33 2nd,PROD374,Sweden
Case 255,Completed-Closed,Value 76,2012/01/25 19:20:10.000,Variant 152,152,Completed,Medium,Closed,Org line G4,,se,S33 2nd,PROD374,Sweden
Case 256,Accepted-In Progress,Value 132,2011/02/26 03:01:03.000,Variant 24,24,Accepted,Medium,In Progress,Org line G4,,se,S33 2nd,PROD374,Sweden
Case 256,Accepted-Wait,Value 132,2011/05/04 15:21:13.000,Variant 24,24,Accepted,Medium,Wait,Org line G4,,se,S33 2nd,PROD374,Sweden
Case 256,Accepted-Wait,Value 132,2012/01/09 18:20:17.000,Variant 24,24,Accepted,Medium,Wait,Org line G4,,se,S33 2nd,PROD374,Sweden
Case 256,Completed-Closed,Value 132,2012/01/09 18:20:18.000,Variant 24,24,Completed,Medium,Closed,Org line G4,,se,S33 2nd,PROD374,Sweden
Case 257,Accepted-In Progress,Value 162,2011/02/28 23:04:04.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,D_1,in,L50 3rd,PROD611,Sweden
Case 257,Completed-Closed,Value 162,2012/01/03 21:45:32.000,Variant 1,1,Completed,Medium,Closed,Org line A2,D_1,in,L50 3rd,PROD611,Sweden
Case 258,Accepted-In Progress,Value 163,2011/03/02 23:17:25.000,Variant 1,1,Accepted,High,In Progress,Org line A2,A2_5,fr,V5 3rd,PROD230,France
Case 258,Completed-Closed,Value 163,2012/01/12 19:42:55.000,Variant 1,1,Completed,High,Closed,Org line A2,A2_5,fr,V5 3rd,PROD230,France
Case 259,Accepted-In Progress,Value 163,2011/03/02 23:18:00.000,Variant 1,1,Accepted,High,In Progress,Org line A2,A2_5,fr,V5 3rd,PROD230,France
Case 259,Completed-Closed,Value 163,2012/01/12 19:43:58.000,Variant 1,1,Completed,High,Closed,Org line A2,A2_5,fr,V5 3rd,PROD230,France
Case 260,Accepted-In Progress,Value 46,2011/03/03 18:34:30.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,USA
Case 260,Queued-Awaiting Assignment,Value 46,2011/03/03 18:39:32.000,Variant 2,2,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD97,USA
Case 260,Accepted-In Progress,Value 74,2011/03/03 18:49:55.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,Sweden
Case 260,Accepted-Assigned,Value 46,2011/03/03 18:50:37.000,Variant 2,2,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD97,USA
Case 260,Accepted-In Progress,Value 43,2012/03/01 00:28:01.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,POLAND
Case 260,Completed-Closed,Value 43,2012/03/01 00:29:35.000,Variant 2,2,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD97,POLAND
Case 261,Accepted-In Progress,Value 46,2011/03/03 20:21:48.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,USA
Case 261,Queued-Awaiting Assignment,Value 46,2011/03/03 20:25:34.000,Variant 2,2,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD97,USA
Case 261,Accepted-In Progress,Value 74,2011/03/03 20:29:49.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,Sweden
Case 261,Accepted-Assigned,Value 46,2011/03/03 20:31:27.000,Variant 2,2,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD97,USA
Case 261,Accepted-In Progress,Value 43,2012/01/30 21:07:26.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,POLAND
Case 261,Completed-Closed,Value 43,2012/01/30 21:08:04.000,Variant 2,2,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD97,POLAND
Case 262,Accepted-In Progress,Value 8,2011/03/07 20:36:20.000,Variant 1,1,Accepted,High,In Progress,Org line G4,,se,S33 2nd,PROD374,Sweden
Case 262,Completed-Closed,Value 8,2012/01/26 19:25:15.000,Variant 1,1,Completed,High,Closed,Org line G4,,se,S33 2nd,PROD374,Sweden
Case 263,Accepted-In Progress,Value 164,2011/03/07 20:38:53.000,Variant 153,153,Accepted,Medium,In Progress,Org line G4,,se,S33 2nd,PROD745,Sweden
Case 263,Accepted-Wait,Value 164,2011/03/10 17:18:14.000,Variant 153,153,Accepted,Medium,Wait,Org line G4,,se,S33 2nd,PROD745,Sweden
Case 263,Accepted-Assigned,Value 164,2012/01/10 23:16:51.000,Variant 153,153,Accepted,Medium,Assigned,Org line G4,,se,S33 2nd,PROD745,Sweden
Case 263,Completed-Closed,Value 164,2012/01/23 19:15:22.000,Variant 153,153,Completed,Medium,Closed,Org line G4,,se,S33 2nd,PROD745,Sweden
Case 264,Accepted-In Progress,Value 46,2011/03/08 05:14:33.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,USA
Case 264,Queued-Awaiting Assignment,Value 46,2011/03/08 05:38:09.000,Variant 2,2,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD96,USA
Case 264,Accepted-In Progress,Value 78,2011/03/18 18:57:59.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,Sweden
Case 264,Accepted-Assigned,Value 46,2011/03/18 18:58:09.000,Variant 2,2,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD96,USA
Case 264,Accepted-In Progress,Value 43,2012/01/30 20:57:11.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,POLAND
Case 264,Completed-Closed,Value 43,2012/01/30 20:57:18.000,Variant 2,2,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD96,POLAND
Case 265,Accepted-Wait,Value 143,2011/03/10 18:36:06.000,Variant 33,33,Accepted,Medium,Wait,Org line A2,A2_1,gb,G42 3rd,PROD236,United Kingdom
Case 265,Accepted-In Progress,Value 143,2012/05/05 00:02:29.000,Variant 33,33,Accepted,Medium,In Progress,Org line A2,A2_1,gb,G42 3rd,PROD236,United Kingdom
Case 265,Completed-Closed,Value 143,2012/05/05 00:03:29.000,Variant 33,33,Completed,Medium,Closed,Org line A2,A2_1,gb,G42 3rd,PROD236,United Kingdom
Case 266,Accepted-In Progress,Value 139,2011/03/14 23:04:30.000,Variant 1,1,Accepted,Medium,In Progress,Org line G4,,se,S33 2nd,PROD374,Sweden
Case 266,Completed-Closed,Value 139,2012/02/02 00:12:52.000,Variant 1,1,Completed,Medium,Closed,Org line G4,,se,S33 2nd,PROD374,Sweden
Case 267,Accepted-In Progress,Value 46,2011/03/15 14:32:07.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,USA
Case 267,Queued-Awaiting Assignment,Value 46,2011/03/15 14:37:19.000,Variant 2,2,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD97,USA
Case 267,Accepted-In Progress,Value 74,2011/03/15 19:41:56.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,Sweden
Case 267,Accepted-Assigned,Value 46,2011/03/15 19:42:27.000,Variant 2,2,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD97,USA
Case 267,Accepted-In Progress,Value 43,2012/02/03 06:26:14.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,POLAND
Case 267,Completed-Closed,Value 43,2012/02/03 06:28:26.000,Variant 2,2,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD97,POLAND
Case 268,Accepted-In Progress,Value 165,2011/03/16 04:45:17.000,Variant 154,154,Accepted,High,In Progress,Org line C,V3_3,se,N22 2nd,PROD835,USA
Case 268,Queued-Awaiting Assignment,Value 165,2011/03/19 00:20:08.000,Variant 154,154,Queued,High,Awaiting Assignment,Org line C,V3_3,se,N22 2nd,PROD835,USA
Case 268,Queued-Awaiting Assignment,Value 166,2011/03/25 02:20:41.000,Variant 154,154,Queued,High,Awaiting Assignment,Org line C,E_1,se,G294 2nd,PROD835,Sweden
Case 268,Accepted-In Progress,Value 165,2011/03/25 03:28:23.000,Variant 154,154,Accepted,High,In Progress,Org line C,V3_3,se,N22 2nd,PROD835,USA
Case 268,Accepted-Wait,Value 165,2011/03/25 03:30:00.000,Variant 154,154,Accepted,High,Wait,Org line C,V3_3,se,N22 2nd,PROD835,USA
Case 268,Queued-Awaiting Assignment,Value 166,2011/04/06 22:39:36.000,Variant 154,154,Queued,High,Awaiting Assignment,Org line C,E_1,se,G294 2nd,PROD835,Sweden
Case 268,Accepted-In Progress,Value 166,2011/04/06 23:15:00.000,Variant 154,154,Accepted,High,In Progress,Org line C,E_1,se,G294 2nd,PROD835,Sweden
Case 268,Completed-Closed,Value 166,2012/03/15 21:12:23.000,Variant 154,154,Completed,High,Closed,Org line C,E_1,se,G294 2nd,PROD835,Sweden
Case 269,Accepted-In Progress,Value 38,2011/03/17 19:59:36.000,Variant 1,1,Accepted,Low,In Progress,Org line A2,A2_3,se,G354 3rd,PROD729,Sweden
Case 269,Completed-Closed,Value 38,2012/03/21 00:19:29.000,Variant 1,1,Completed,Low,Closed,Org line A2,A2_3,se,G354 3rd,PROD729,Sweden
Case 270,Accepted-In Progress,Value 163,2011/03/18 22:50:57.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,A2_5,fr,V5 3rd,PROD230,France
Case 270,Completed-Closed,Value 163,2012/01/12 19:47:22.000,Variant 1,1,Completed,Medium,Closed,Org line A2,A2_5,fr,V5 3rd,PROD230,France
Case 271,Accepted-In Progress,Value 76,2011/03/24 00:42:24.000,Variant 3,3,Accepted,Low,In Progress,Org line G4,,se,S33 2nd,PROD374,Sweden
Case 271,Accepted-Wait,Value 76,2011/04/07 07:13:29.000,Variant 3,3,Accepted,Low,Wait,Org line G4,,se,S33 2nd,PROD374,Sweden
Case 271,Completed-Closed,Value 76,2012/01/24 01:30:27.000,Variant 3,3,Completed,Low,Closed,Org line G4,,se,S33 2nd,PROD374,Sweden
Case 272,Accepted-In Progress,Value 46,2011/03/24 00:11:24.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,USA
Case 272,Queued-Awaiting Assignment,Value 46,2011/03/24 00:41:02.000,Variant 2,2,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD96,USA
Case 272,Accepted-In Progress,Value 78,2011/03/24 06:30:06.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,Sweden
Case 272,Accepted-Assigned,Value 46,2011/03/24 06:30:35.000,Variant 2,2,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD96,USA
Case 272,Accepted-In Progress,Value 43,2012/01/30 20:53:21.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,POLAND
Case 272,Completed-Closed,Value 43,2012/01/30 20:53:23.000,Variant 2,2,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD96,POLAND
Case 273,Accepted-In Progress,Value 167,2011/03/24 00:00:18.000,Variant 1,1,Accepted,Low,In Progress,Org line V2,,se,T10 2nd,PROD421,Sweden
Case 273,Completed-Closed,Value 167,2012/02/27 23:29:22.000,Variant 1,1,Completed,Low,Closed,Org line V2,,se,T10 2nd,PROD421,Sweden
Case 274,Accepted-In Progress,Value 60,2011/03/24 22:03:32.000,Variant 155,155,Accepted,High,In Progress,Org line G4,,se,S30 2nd,PROD412,Sweden
Case 274,Accepted-In Progress,Value 60,2011/08/26 22:28:34.000,Variant 155,155,Accepted,High,In Progress,Org line G4,,se,S30 2nd,PROD412,Sweden
Case 274,Accepted-Assigned,Value 88,2012/01/30 21:39:42.000,Variant 155,155,Accepted,High,Assigned,Org line G4,,se,S30 2nd,PROD412,Sweden
Case 274,Accepted-Assigned,Value 60,2012/01/31 17:44:48.000,Variant 155,155,Accepted,High,Assigned,Org line G4,,se,S30 2nd,PROD412,Sweden
Case 274,Accepted-In Progress,Value 88,2012/01/31 17:45:06.000,Variant 155,155,Accepted,High,In Progress,Org line G4,,se,S30 2nd,PROD412,Sweden
Case 274,Completed-Closed,Value 88,2012/01/31 17:45:09.000,Variant 155,155,Completed,High,Closed,Org line G4,,se,S30 2nd,PROD412,Sweden
Case 275,Accepted-In Progress,Value 28,2011/03/25 21:21:36.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,A2_1,gb,G42 3rd,PROD236,United Kingdom
Case 275,Completed-Closed,Value 28,2012/02/15 19:41:23.000,Variant 1,1,Completed,Medium,Closed,Org line A2,A2_1,gb,G42 3rd,PROD236,United Kingdom
Case 276,Accepted-In Progress,Value 168,2011/03/25 20:59:02.000,Variant 4,4,Accepted,Medium,In Progress,Org line V11,,gb,V50 2nd,PROD158,United Kingdom
Case 276,Accepted-In Progress,Value 168,2012/04/24 22:35:07.000,Variant 4,4,Accepted,Medium,In Progress,Org line V11,,gb,V50 2nd,PROD158,United Kingdom
Case 276,Completed-Closed,Value 168,2012/04/24 22:35:09.000,Variant 4,4,Completed,Medium,Closed,Org line V11,,gb,V50 2nd,PROD158,United Kingdom
Case 277,Accepted-In Progress,Value 168,2011/03/31 19:47:33.000,Variant 7,7,Accepted,High,In Progress,Org line V11,,gb,V50 2nd,PROD158,United Kingdom
Case 277,Accepted-Wait,Value 168,2011/03/31 19:48:29.000,Variant 7,7,Accepted,High,Wait,Org line V11,,gb,V50 2nd,PROD158,United Kingdom
Case 277,Accepted-In Progress,Value 168,2012/04/24 22:11:52.000,Variant 7,7,Accepted,High,In Progress,Org line V11,,gb,V50 2nd,PROD158,United Kingdom
Case 277,Completed-Closed,Value 168,2012/04/24 22:13:25.000,Variant 7,7,Completed,High,Closed,Org line V11,,gb,V50 2nd,PROD158,United Kingdom
Case 278,Accepted-In Progress,Value 46,2011/03/31 20:51:15.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,USA
Case 278,Queued-Awaiting Assignment,Value 46,2011/03/31 20:52:58.000,Variant 2,2,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD98,USA
Case 278,Accepted-In Progress,Value 74,2011/03/31 22:35:19.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,Sweden
Case 278,Accepted-Assigned,Value 46,2011/03/31 22:36:46.000,Variant 2,2,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD98,USA
Case 278,Accepted-In Progress,Value 43,2012/02/07 05:18:11.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,POLAND
Case 278,Completed-Closed,Value 43,2012/02/07 05:19:44.000,Variant 2,2,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD98,POLAND
Case 279,Accepted-In Progress,Value 29,2011/04/04 19:48:35.000,Variant 73,73,Accepted,High,In Progress,Org line A2,A2_1,gb,G42 3rd,PROD236,United Kingdom
Case 279,Accepted-Assigned,Value 29,2011/04/04 19:49:23.000,Variant 73,73,Accepted,High,Assigned,Org line A2,A2_1,gb,G42 3rd,PROD236,United Kingdom
Case 279,Accepted-Assigned,Value 143,2011/08/18 21:05:34.000,Variant 73,73,Accepted,High,Assigned,Org line A2,A2_1,gb,G42 3rd,PROD236,United Kingdom
Case 279,Accepted-In Progress,Value 143,2011/08/19 23:27:15.000,Variant 73,73,Accepted,High,In Progress,Org line A2,A2_1,gb,G42 3rd,PROD236,United Kingdom
Case 279,Accepted-Wait,Value 143,2011/11/01 22:29:18.000,Variant 73,73,Accepted,High,Wait,Org line A2,A2_1,gb,G42 3rd,PROD236,United Kingdom
Case 279,Completed-Closed,Value 143,2012/02/15 20:12:58.000,Variant 73,73,Completed,High,Closed,Org line A2,A2_1,gb,G42 3rd,PROD236,United Kingdom
Case 280,Accepted-In Progress,Value 169,2011/04/04 19:41:59.000,Variant 5,5,Accepted,Medium,In Progress,Org line A2,A2_4,fr,V36 3rd,PROD222,France
Case 280,Queued-Awaiting Assignment,Value 169,2011/04/04 19:57:11.000,Variant 5,5,Queued,Medium,Awaiting Assignment,Org line A2,A2_4,fr,V36 3rd,PROD222,France
Case 280,Accepted-In Progress,Value 169,2012/04/24 16:44:35.000,Variant 5,5,Accepted,Medium,In Progress,Org line A2,A2_4,fr,V36 3rd,PROD222,France
Case 280,Completed-Closed,Value 169,2012/04/24 16:46:08.000,Variant 5,5,Completed,Medium,Closed,Org line A2,A2_4,fr,V36 3rd,PROD222,France
Case 281,Accepted-In Progress,Value 133,2011/04/05 15:39:04.000,Variant 1,1,Accepted,Low,In Progress,Org line G4,,se,S33 2nd,PROD448,Sweden
Case 281,Completed-Closed,Value 133,2012/03/13 23:47:40.000,Variant 1,1,Completed,Low,Closed,Org line G4,,se,S33 2nd,PROD448,Sweden
Case 282,Accepted-In Progress,Value 46,2011/04/05 17:51:29.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,USA
Case 282,Queued-Awaiting Assignment,Value 46,2011/04/05 17:57:11.000,Variant 2,2,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD97,USA
Case 282,Accepted-In Progress,Value 74,2011/04/05 18:55:16.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,Sweden
Case 282,Accepted-Assigned,Value 46,2011/04/05 18:56:25.000,Variant 2,2,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD97,USA
Case 282,Accepted-In Progress,Value 43,2012/02/07 05:34:32.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,POLAND
Case 282,Completed-Closed,Value 43,2012/02/07 05:35:30.000,Variant 2,2,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD97,POLAND
Case 283,Accepted-In Progress,Value 46,2011/04/05 20:38:03.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,USA
Case 283,Queued-Awaiting Assignment,Value 46,2011/04/05 20:41:43.000,Variant 2,2,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD97,USA
